#associated_score_name	study_stage	sample_set	n	case_n	control_n	broad_ancestral_category	country_of_recruitment	additional_ancestry_description	cohort	additional_sample_cohort_information
GBE_HC1052	Testing	HC1052_test	67425	321	67104	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1052	Testing	HC1052_non_british_white	24905	98	24807	European	UK	non-white British ancestry	UKB	
GBE_HC1052	Testing	HC1052_s_asian	7831	45	7786	South Asian	UK		UKB	
GBE_HC1052	Testing	HC1052_african	6497	27	6470	African unspecified	UK		UKB	
GBE_HC1052	Testing	HC1052_e_asian	1704	4	1700	East Asian	UK		UKB	
GBE_HC1035	Score development		269704	8718	260986	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1035	Testing	HC1035_test	67425	2080	65345	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1035	Testing	HC1035_non_british_white	24905	754	24151	European	UK	non-white British ancestry	UKB	
GBE_HC1035	Testing	HC1035_s_asian	7831	148	7683	South Asian	UK		UKB	
GBE_HC1035	Testing	HC1035_african	6497	63	6434	African unspecified	UK		UKB	
GBE_HC1035	Testing	HC1035_e_asian	1704	7	1697	East Asian	UK		UKB	
GBE_HC1123	Score development		269704	4680	265024	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1123	Testing	HC1123_test	67425	1158	66267	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1123	Testing	HC1123_non_british_white	24905	460	24445	European	UK	non-white British ancestry	UKB	
GBE_HC1123	Testing	HC1123_s_asian	7831	193	7638	South Asian	UK		UKB	
GBE_HC1123	Testing	HC1123_african	6497	93	6404	African unspecified	UK		UKB	
GBE_HC1123	Testing	HC1123_e_asian	1704	37	1667	East Asian	UK		UKB	
GBE_HC1248	Score development		269704	12433	257271	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1248	Testing	HC1248_test	67425	3084	64341	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1248	Testing	HC1248_non_british_white	24905	1073	23832	European	UK	non-white British ancestry	UKB	
GBE_HC1248	Testing	HC1248_s_asian	7831	344	7487	South Asian	UK		UKB	
GBE_HC1248	Testing	HC1248_african	6497	234	6263	African unspecified	UK		UKB	
GBE_HC1248	Testing	HC1248_e_asian	1704	37	1667	East Asian	UK		UKB	
GBE_HC86	Score development		269704	10439	259265	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC86	Testing	HC86_test	67425	2642	64783	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC86	Testing	HC86_non_british_white	24905	821	24084	European	UK	non-white British ancestry	UKB	
GBE_HC86	Testing	HC86_s_asian	7831	217	7614	South Asian	UK		UKB	
GBE_HC86	Testing	HC86_african	6497	148	6349	African unspecified	UK		UKB	
GBE_HC86	Testing	HC86_e_asian	1704	27	1677	East Asian	UK		UKB	
GBE_BIN_FC30022506	Score development		68516	27438	41078	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC30022506	Testing	BIN_FC30022506_test	17150	6855	10295	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC30022506	Testing	BIN_FC30022506_non_british_white	5929	2751	3178	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC30022506	Testing	BIN_FC30022506_s_asian	699	169	530	South Asian	UK		UKB	
GBE_BIN_FC30022506	Testing	BIN_FC30022506_african	511	150	361	African unspecified	UK		UKB	
GBE_BIN_FC30022506	Testing	BIN_FC30022506_e_asian	243	48	195	East Asian	UK		UKB	
GBE_FH1113	Score development		269704	62798	206906	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_FH1113	Testing	FH1113_test	67425	15769	51656	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_FH1113	Testing	FH1113_non_british_white	24905	5555	19350	European	UK	non-white British ancestry	UKB	
GBE_FH1113	Testing	FH1113_s_asian	7831	1151	6680	South Asian	UK		UKB	
GBE_FH1113	Testing	FH1113_african	6497	743	5754	African unspecified	UK		UKB	
GBE_FH1113	Testing	FH1113_e_asian	1704	200	1504	East Asian	UK		UKB	
GBE_BIN_FC30001418	Score development		269592	57583	212009	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC30001418	Testing	BIN_FC30001418_test	67386	14461	52925	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC30001418	Testing	BIN_FC30001418_non_british_white	24862	4620	20242	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC30001418	Testing	BIN_FC30001418_s_asian	7664	950	6714	South Asian	UK		UKB	
GBE_BIN_FC30001418	Testing	BIN_FC30001418_african	6403	746	5657	African unspecified	UK		UKB	
GBE_BIN_FC30001418	Testing	BIN_FC30001418_e_asian	1665	173	1492	East Asian	UK		UKB	
GBE_HC170	Score development		269704	734	268970	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC170	Testing	HC170_test	67425	176	67249	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC170	Testing	HC170_non_british_white	24905	67	24838	European	UK	non-white British ancestry	UKB	
GBE_HC170	Testing	HC170_african	6497	58	6439	African unspecified	UK		UKB	
GBE_HC170	Testing	HC170_s_asian	7831	48	7783	South Asian	UK		UKB	
GBE_HC1582	Score development		269704	10255	259449	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1582	Testing	HC1582_test	67425	2525	64900	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1582	Testing	HC1582_non_british_white	24905	1002	23903	European	UK	non-white British ancestry	UKB	
GBE_HC1582	Testing	HC1582_s_asian	7831	186	7645	South Asian	UK		UKB	
GBE_HC1582	Testing	HC1582_african	6497	89	6408	African unspecified	UK		UKB	
GBE_HC1582	Testing	HC1582_e_asian	1704	17	1687	East Asian	UK		UKB	
GBE_HC165	Score development		269704	2188	267516	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC165	Testing	HC165_test	67425	581	66844	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC165	Testing	HC165_non_british_white	24905	180	24725	European	UK	non-white British ancestry	UKB	
GBE_HC165	Testing	HC165_s_asian	7831	171	7660	South Asian	UK		UKB	
GBE_HC165	Testing	HC165_african	6497	89	6408	African unspecified	UK		UKB	
GBE_HC165	Testing	HC165_e_asian	1704	16	1688	East Asian	UK		UKB	
GBE_BIN_FC1006148	Score development		88153	1909	86244	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC1006148	Testing	BIN_FC1006148_test	22053	444	21609	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC1006148	Testing	BIN_FC1006148_s_asian	3533	269	3264	South Asian	UK		UKB	
GBE_BIN_FC1006148	Testing	BIN_FC1006148_non_british_white	9719	187	9532	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC1006148	Testing	BIN_FC1006148_african	3307	182	3125	African unspecified	UK		UKB	
GBE_BIN_FC1006148	Testing	BIN_FC1006148_e_asian	706	14	692	East Asian	UK		UKB	
GBE_HC866	Score development		269704	1190	268514	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC866	Testing	HC866_test	67425	353	67072	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC866	Testing	HC866_non_british_white	24905	104	24801	European	UK	non-white British ancestry	UKB	
GBE_HC866	Testing	HC866_s_asian	7831	61	7770	South Asian	UK		UKB	
GBE_HC866	Testing	HC866_african	6497	34	6463	African unspecified	UK		UKB	
GBE_HC866	Testing	HC866_e_asian	1704	3	1701	East Asian	UK		UKB	
GBE_HC1302	Score development		269704	9555	260149	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1302	Testing	HC1302_test	67425	2373	65052	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1302	Testing	HC1302_non_british_white	24905	610	24295	European	UK	non-white British ancestry	UKB	
GBE_HC1302	Testing	HC1302_s_asian	7831	416	7415	South Asian	UK		UKB	
GBE_HC1302	Testing	HC1302_african	6497	323	6174	African unspecified	UK		UKB	
GBE_HC1302	Testing	HC1302_e_asian	1704	26	1678	East Asian	UK		UKB	
GBE_HC57	Score development		269704	4213	265491	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC57	Testing	HC57_test	67425	1022	66403	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC57	Testing	HC57_non_british_white	24905	375	24530	European	UK	non-white British ancestry	UKB	
GBE_HC57	Testing	HC57_s_asian	7831	61	7770	South Asian	UK		UKB	
GBE_HC57	Testing	HC57_african	6497	15	6482	African unspecified	UK		UKB	
GBE_HC57	Testing	HC57_e_asian	1704	10	1694	East Asian	UK		UKB	
GBE_HC881	Score development		269704	1507	268197	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC881	Testing	HC881_test	67425	363	67062	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC881	Testing	HC881_s_asian	7831	204	7627	South Asian	UK		UKB	
GBE_HC881	Testing	HC881_african	6497	129	6368	African unspecified	UK		UKB	
GBE_HC881	Testing	HC881_non_british_white	24905	121	24784	European	UK	non-white British ancestry	UKB	
GBE_HC881	Testing	HC881_e_asian	1704	9	1695	East Asian	UK		UKB	
GBE_BIN_FC10001628	Score development		250957	43777	207180	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC10001628	Testing	BIN_FC10001628_test	62689	10844	51845	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC10001628	Testing	BIN_FC10001628_non_british_white	22711	3856	18855	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC10001628	Testing	BIN_FC10001628_african	4734	616	4118	African unspecified	UK		UKB	
GBE_BIN_FC10001628	Testing	BIN_FC10001628_s_asian	3896	605	3291	South Asian	UK		UKB	
GBE_BIN_FC10001628	Testing	BIN_FC10001628_e_asian	1152	227	925	East Asian	UK		UKB	
GBE_HC608	Score development		269704	1723	267981	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC608	Testing	HC608_test	67425	447	66978	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC608	Testing	HC608_non_british_white	24905	160	24745	European	UK	non-white British ancestry	UKB	
GBE_HC608	Testing	HC608_s_asian	7831	138	7693	South Asian	UK		UKB	
GBE_HC608	Testing	HC608_african	6497	19	6478	African unspecified	UK		UKB	
GBE_HC608	Testing	HC608_e_asian	1704	1	1703	East Asian	UK		UKB	
GBE_HC177	Score development		269704	333	269371	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC177	Testing	HC177_test	67425	91	67334	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC177	Testing	HC177_non_british_white	24905	23	24882	European	UK	non-white British ancestry	UKB	
GBE_HC177	Testing	HC177_african	6497	1	6496	African unspecified	UK		UKB	
GBE_HC78	Score development		269704	16110	253594	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC78	Testing	HC78_test	67425	4088	63337	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC78	Testing	HC78_non_british_white	24905	1244	23661	European	UK	non-white British ancestry	UKB	
GBE_HC78	Testing	HC78_s_asian	7831	538	7293	South Asian	UK		UKB	
GBE_HC78	Testing	HC78_african	6497	407	6090	African unspecified	UK		UKB	
GBE_HC78	Testing	HC78_e_asian	1704	36	1668	East Asian	UK		UKB	
GBE_HC376	Score development		269704	24809	244895	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC376	Testing	HC376_test	67425	6097	61328	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC376	Testing	HC376_non_british_white	24905	1688	23217	European	UK	non-white British ancestry	UKB	
GBE_HC376	Testing	HC376_s_asian	7831	425	7406	South Asian	UK		UKB	
GBE_HC376	Testing	HC376_african	6497	305	6192	African unspecified	UK		UKB	
GBE_HC376	Testing	HC376_e_asian	1704	56	1648	East Asian	UK		UKB	
GBE_HC61	Score development		269704	17415	252289	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC61	Testing	HC61_test	67425	4471	62954	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC61	Testing	HC61_non_british_white	24905	1580	23325	European	UK	non-white British ancestry	UKB	
GBE_HC61	Testing	HC61_s_asian	7831	609	7222	South Asian	UK		UKB	
GBE_HC61	Testing	HC61_african	6497	433	6064	African unspecified	UK		UKB	
GBE_HC61	Testing	HC61_e_asian	1704	164	1540	East Asian	UK		UKB	
GBE_HC442	Score development		269704	7674	262030	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC442	Testing	HC442_test	67425	1860	65565	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC442	Testing	HC442_non_british_white	24905	671	24234	European	UK	non-white British ancestry	UKB	
GBE_HC442	Testing	HC442_s_asian	7831	130	7701	South Asian	UK		UKB	
GBE_HC442	Testing	HC442_african	6497	58	6439	African unspecified	UK		UKB	
GBE_HC442	Testing	HC442_e_asian	1704	6	1698	East Asian	UK		UKB	
GBE_HC83	Score development		269704	5543	264161	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC83	Testing	HC83_test	67425	1349	66076	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC83	Testing	HC83_non_british_white	24905	490	24415	European	UK	non-white British ancestry	UKB	
GBE_HC83	Testing	HC83_s_asian	7831	82	7749	South Asian	UK		UKB	
GBE_HC83	Testing	HC83_african	6497	34	6463	African unspecified	UK		UKB	
GBE_HC83	Testing	HC83_e_asian	1704	12	1692	East Asian	UK		UKB	
GBE_HC262	Score development		269704	3410	266294	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC262	Testing	HC262_test	67425	917	66508	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC262	Testing	HC262_non_british_white	24905	267	24638	European	UK	non-white British ancestry	UKB	
GBE_HC262	Testing	HC262_s_asian	7831	14	7817	South Asian	UK		UKB	
GBE_HC262	Testing	HC262_african	6497	11	6486	African unspecified	UK		UKB	
GBE_HC262	Testing	HC262_e_asian	1704	2	1702	East Asian	UK		UKB	
GBE_HC1101	Score development		269704	1559	268145	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC1101	Testing	HC1101_test	67425	393	67032	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC1101	Testing	HC1101_non_british_white	24905	117	24788	European	UK	non-white British ancestry	UKB	
GBE_HC1101	Testing	HC1101_s_asian	7831	48	7783	South Asian	UK		UKB	
GBE_HC1101	Testing	HC1101_african	6497	20	6477	African unspecified	UK		UKB	
GBE_HC1101	Testing	HC1101_e_asian	1704	2	1702	East Asian	UK		UKB	
GBE_BIN100240	Score development		116930	91145	25785	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN100240	Testing	BIN100240_test	29044	22541	6503	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN100240	Testing	BIN100240_non_british_white	11475	8832	2643	European	UK	non-white British ancestry	UKB	
GBE_BIN100240	Testing	BIN100240_s_asian	2331	1099	1232	South Asian	UK		UKB	
GBE_BIN100240	Testing	BIN100240_african	2091	962	1129	African unspecified	UK		UKB	
GBE_BIN100240	Testing	BIN100240_e_asian	613	370	243	East Asian	UK		UKB	
GBE_BIN_FC20001508	Score development		215128	122962	92166	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC20001508	Testing	BIN_FC20001508_test	53524	30561	22963	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC20001508	Testing	BIN_FC20001508_non_british_white	19513	8877	10636	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC20001508	Testing	BIN_FC20001508_s_asian	3748	2481	1267	South Asian	UK		UKB	
GBE_BIN_FC20001508	Testing	BIN_FC20001508_african	3487	1999	1488	African unspecified	UK		UKB	
GBE_BIN_FC20001508	Testing	BIN_FC20001508_e_asian	1059	619	440	East Asian	UK		UKB	
GBE_BIN_FC2006154	Score development		267242	41746	225496	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC2006154	Testing	BIN_FC2006154_test	66854	10489	56365	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC2006154	Testing	BIN_FC2006154_non_british_white	24612	4084	20528	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC2006154	Testing	BIN_FC2006154_african	6221	1214	5007	African unspecified	UK		UKB	
GBE_BIN_FC2006154	Testing	BIN_FC2006154_s_asian	7364	811	6553	South Asian	UK		UKB	
GBE_BIN_FC2006154	Testing	BIN_FC2006154_e_asian	1584	166	1418	East Asian	UK		UKB	
GBE_HC534	Score development		269704	9757	259947	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC534	Testing	HC534_test	67425	2358	65067	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC534	Testing	HC534_non_british_white	24905	781	24124	European	UK	non-white British ancestry	UKB	
GBE_HC534	Testing	HC534_s_asian	7831	307	7524	South Asian	UK		UKB	
GBE_HC534	Testing	HC534_african	6497	81	6416	African unspecified	UK		UKB	
GBE_HC534	Testing	HC534_e_asian	1704	32	1672	East Asian	UK		UKB	
GBE_HC914	Score development		269704	555	269149	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_HC914	Testing	HC914_test	67425	156	67269	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_HC914	Testing	HC914_non_british_white	24905	53	24852	European	UK	non-white British ancestry	UKB	
GBE_HC914	Testing	HC914_s_asian	7831	20	7811	South Asian	UK		UKB	
GBE_HC914	Testing	HC914_african	6497	4	6493	African unspecified	UK		UKB	
GBE_BIN_FC10001835	Score development		265499	104876	160623	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC10001835	Testing	BIN_FC10001835_test	66376	26105	40271	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
GBE_BIN_FC10001835	Testing	BIN_FC10001835_non_british_white	24357	10528	13829	European	UK	non-white British ancestry	UKB	
GBE_BIN_FC10001835	Testing	BIN_FC10001835_s_asian	7602	3647	3955	South Asian	UK		UKB	
GBE_BIN_FC10001835	Testing	BIN_FC10001835_african	6292	3415	2877	African unspecified	UK		UKB	
GBE_BIN_FC10001835	Testing	BIN_FC10001835_e_asian	1624	934	690	East Asian	UK		UKB	
GBE_BIN_FC5006148	Score development		88703	2595	86108	European	UK	white British ancestry	UKB	Training + validation cohort (train_val)
GBE_BIN_FC5006148	Testing	BIN_FC5006148_test	22208	637	21571	European	UK	white British ancestry	UKB	Testing cohort (heldout set)
