associated_score_name	sample_set	trait_name	AUROC	R2	other_mterics	covariates
GBE_INI25621	INI25621_s_asian	WA L2 in tract uncinate fasciculus (L)		0.00103 [-0.00039, 0.00245]		
GBE_INI25621	INI25621_s_asian	WA L2 in tract uncinate fasciculus (L)		0.12212 [0.10853, 0.13570]	Incremental R2 (full-covars) = -0.00633	age, sex, UKB array type, Genotype PCs
GBE_INI25621	INI25621_e_asian	WA L2 in tract uncinate fasciculus (L)		0.00267 [-0.00221, 0.00756]		
GBE_INI25621	INI25621_e_asian	WA L2 in tract uncinate fasciculus (L)		0.21405 [0.17959, 0.24851]	Incremental R2 (full-covars) = 0.00481	age, sex, UKB array type, Genotype PCs
GBE_INI25621	INI25621_african	WA L2 in tract uncinate fasciculus (L)		0.00053 [-0.00059, 0.00165]		
GBE_INI25621	INI25621_african	WA L2 in tract uncinate fasciculus (L)		0.07110 [0.05906, 0.08314]	Incremental R2 (full-covars) = -0.00886	age, sex, UKB array type, Genotype PCs
GBE_INI25622	INI25622_test	WA L2 in tract uncinate fasciculus (R)		0.01222 [0.01057, 0.01387]		
GBE_INI25622	INI25622_test	WA L2 in tract uncinate fasciculus (R)		0.12037 [0.11576, 0.12497]	Incremental R2 (full-covars) = 0.01279	age, sex, UKB array type, Genotype PCs
GBE_INI25622	INI25622_non_british_white	WA L2 in tract uncinate fasciculus (R)		0.01627 [0.01315, 0.01938]		
GBE_INI25622	INI25622_non_british_white	WA L2 in tract uncinate fasciculus (R)		0.15542 [0.14715, 0.16368]	Incremental R2 (full-covars) = 0.01562	age, sex, UKB array type, Genotype PCs
GBE_INI25622	INI25622_s_asian	WA L2 in tract uncinate fasciculus (R)		0.00263 [0.00037, 0.00490]		
GBE_INI25622	INI25622_s_asian	WA L2 in tract uncinate fasciculus (R)		0.21464 [0.19853, 0.23075]	Incremental R2 (full-covars) = -0.00516	age, sex, UKB array type, Genotype PCs
GBE_INI25622	INI25622_e_asian	WA L2 in tract uncinate fasciculus (R)		0.00387 [-0.00200, 0.00975]		
GBE_INI25622	INI25622_e_asian	WA L2 in tract uncinate fasciculus (R)		0.25816 [0.22244, 0.29388]	Incremental R2 (full-covars) = 0.00864	age, sex, UKB array type, Genotype PCs
GBE_INI25622	INI25622_african	WA L2 in tract uncinate fasciculus (R)		0.00000 [-0.00004, 0.00004]		
GBE_INI25622	INI25622_african	WA L2 in tract uncinate fasciculus (R)		0.12775 [0.11260, 0.14290]	Incremental R2 (full-covars) = -0.00199	age, sex, UKB array type, Genotype PCs
GBE_INI25624	INI25624_test	WA L3 in tract acoustic radiation (R)		0.00483 [0.00378, 0.00587]		
GBE_INI25624	INI25624_test	WA L3 in tract acoustic radiation (R)		0.04358 [0.04057, 0.04660]	Incremental R2 (full-covars) = 0.00294	age, sex, UKB array type, Genotype PCs
GBE_INI25624	INI25624_non_british_white	WA L3 in tract acoustic radiation (R)		0.00418 [0.00258, 0.00578]		
GBE_INI25624	INI25624_non_british_white	WA L3 in tract acoustic radiation (R)		0.05405 [0.04859, 0.05951]	Incremental R2 (full-covars) = 0.00134	age, sex, UKB array type, Genotype PCs
GBE_INI25624	INI25624_s_asian	WA L3 in tract acoustic radiation (R)		0.00012 [-0.00036, 0.00060]		
GBE_INI25624	INI25624_s_asian	WA L3 in tract acoustic radiation (R)		0.02359 [0.01695, 0.03023]	Incremental R2 (full-covars) = -0.00353	age, sex, UKB array type, Genotype PCs
GBE_INI25624	INI25624_e_asian	WA L3 in tract acoustic radiation (R)		0.01699 [0.00485, 0.02914]		
GBE_INI25624	INI25624_e_asian	WA L3 in tract acoustic radiation (R)		0.05678 [0.03548, 0.07808]	Incremental R2 (full-covars) = 0.01000	age, sex, UKB array type, Genotype PCs
GBE_INI25624	INI25624_african	WA L3 in tract acoustic radiation (R)		0.00129 [-0.00045, 0.00303]		
GBE_INI25624	INI25624_african	WA L3 in tract acoustic radiation (R)		0.08493 [0.07197, 0.09790]	Incremental R2 (full-covars) = -0.00119	age, sex, UKB array type, Genotype PCs
GBE_INI25625	INI25625_test	WA L3 in tract anterior thalamic radiation (L)		0.00600 [0.00484, 0.00716]		
GBE_INI25625	INI25625_test	WA L3 in tract anterior thalamic radiation (L)		0.20170 [0.19629, 0.20712]	Incremental R2 (full-covars) = 0.00642	age, sex, UKB array type, Genotype PCs
GBE_INI25625	INI25625_non_british_white	WA L3 in tract anterior thalamic radiation (L)		0.00577 [0.00390, 0.00765]		
GBE_INI25625	INI25625_non_british_white	WA L3 in tract anterior thalamic radiation (L)		0.24880 [0.23949, 0.25811]	Incremental R2 (full-covars) = 0.00462	age, sex, UKB array type, Genotype PCs
GBE_INI25625	INI25625_s_asian	WA L3 in tract anterior thalamic radiation (L)		0.00053 [-0.00049, 0.00154]		
GBE_INI25625	INI25625_s_asian	WA L3 in tract anterior thalamic radiation (L)		0.13516 [0.12108, 0.14924]	Incremental R2 (full-covars) = -0.00016	age, sex, UKB array type, Genotype PCs
GBE_INI25625	INI25625_e_asian	WA L3 in tract anterior thalamic radiation (L)		0.01671 [0.00466, 0.02875]		
GBE_INI25625	INI25625_e_asian	WA L3 in tract anterior thalamic radiation (L)		0.27842 [0.24234, 0.31450]	Incremental R2 (full-covars) = 0.01005	age, sex, UKB array type, Genotype PCs
GBE_INI25625	INI25625_african	WA L3 in tract anterior thalamic radiation (L)		0.00462 [0.00133, 0.00791]		
GBE_INI25625	INI25625_african	WA L3 in tract anterior thalamic radiation (L)		0.24310 [0.22496, 0.26124]	Incremental R2 (full-covars) = 0.00365	age, sex, UKB array type, Genotype PCs
GBE_INI25626	INI25626_test	WA L3 in tract anterior thalamic radiation (R)		0.00890 [0.00749, 0.01031]		
GBE_INI25626	INI25626_test	WA L3 in tract anterior thalamic radiation (R)		0.20333 [0.19790, 0.20875]	Incremental R2 (full-covars) = 0.00925	age, sex, UKB array type, Genotype PCs
GBE_INI25626	INI25626_non_british_white	WA L3 in tract anterior thalamic radiation (R)		0.00733 [0.00522, 0.00944]		
GBE_INI25626	INI25626_non_british_white	WA L3 in tract anterior thalamic radiation (R)		0.24834 [0.23903, 0.25764]	Incremental R2 (full-covars) = 0.00576	age, sex, UKB array type, Genotype PCs
GBE_INI25626	INI25626_s_asian	WA L3 in tract anterior thalamic radiation (R)		0.00716 [0.00344, 0.01087]		
GBE_INI25626	INI25626_s_asian	WA L3 in tract anterior thalamic radiation (R)		0.10992 [0.09685, 0.12298]	Incremental R2 (full-covars) = 0.00484	age, sex, UKB array type, Genotype PCs
GBE_INI25626	INI25626_e_asian	WA L3 in tract anterior thalamic radiation (R)		0.02620 [0.01126, 0.04114]		
GBE_INI25626	INI25626_e_asian	WA L3 in tract anterior thalamic radiation (R)		0.25390 [0.21827, 0.28953]	Incremental R2 (full-covars) = 0.01125	age, sex, UKB array type, Genotype PCs
GBE_INI25626	INI25626_african	WA L3 in tract anterior thalamic radiation (R)		0.00127 [-0.00046, 0.00301]		
GBE_INI25626	INI25626_african	WA L3 in tract anterior thalamic radiation (R)		0.21633 [0.19862, 0.23405]	Incremental R2 (full-covars) = 0.00420	age, sex, UKB array type, Genotype PCs
GBE_INI25627	INI25627_test	WA L3 in tract cingulate gyrus part of cingulum (L)		0.01116 [0.00958, 0.01274]		
GBE_INI25627	INI25627_test	WA L3 in tract cingulate gyrus part of cingulum (L)		0.06095 [0.05745, 0.06445]	Incremental R2 (full-covars) = 0.00975	age, sex, UKB array type, Genotype PCs
GBE_INI25627	INI25627_non_british_white	WA L3 in tract cingulate gyrus part of cingulum (L)		0.01024 [0.00776, 0.01273]		
GBE_INI25627	INI25627_non_british_white	WA L3 in tract cingulate gyrus part of cingulum (L)		0.06811 [0.06207, 0.07415]	Incremental R2 (full-covars) = 0.00847	age, sex, UKB array type, Genotype PCs
GBE_INI25627	INI25627_s_asian	WA L3 in tract cingulate gyrus part of cingulum (L)		0.00669 [0.00309, 0.01028]		
GBE_INI25627	INI25627_s_asian	WA L3 in tract cingulate gyrus part of cingulum (L)		0.04610 [0.03703, 0.05517]	Incremental R2 (full-covars) = -0.00009	age, sex, UKB array type, Genotype PCs
GBE_INI25627	INI25627_e_asian	WA L3 in tract cingulate gyrus part of cingulum (L)		0.07212 [0.04851, 0.09573]		
GBE_INI25627	INI25627_e_asian	WA L3 in tract cingulate gyrus part of cingulum (L)		0.13629 [0.10607, 0.16651]	Incremental R2 (full-covars) = 0.05116	age, sex, UKB array type, Genotype PCs
GBE_INI25627	INI25627_african	WA L3 in tract cingulate gyrus part of cingulum (L)		0.00922 [0.00460, 0.01385]		
GBE_INI25627	INI25627_african	WA L3 in tract cingulate gyrus part of cingulum (L)		0.10883 [0.09454, 0.12312]	Incremental R2 (full-covars) = 0.01695	age, sex, UKB array type, Genotype PCs
GBE_INI25628	INI25628_test	WA L3 in tract cingulate gyrus part of cingulum (R)		0.01096 [0.00940, 0.01253]		
GBE_INI25628	INI25628_test	WA L3 in tract cingulate gyrus part of cingulum (R)		0.06170 [0.05819, 0.06522]	Incremental R2 (full-covars) = 0.01082	age, sex, UKB array type, Genotype PCs
GBE_INI25628	INI25628_non_british_white	WA L3 in tract cingulate gyrus part of cingulum (R)		0.02254 [0.01890, 0.02619]		
GBE_INI25628	INI25628_non_british_white	WA L3 in tract cingulate gyrus part of cingulum (R)		0.08213 [0.07559, 0.08866]	Incremental R2 (full-covars) = 0.02063	age, sex, UKB array type, Genotype PCs
GBE_INI25628	INI25628_s_asian	WA L3 in tract cingulate gyrus part of cingulum (R)		0.00226 [0.00016, 0.00436]		
GBE_INI25628	INI25628_s_asian	WA L3 in tract cingulate gyrus part of cingulum (R)		0.02927 [0.02192, 0.03663]	Incremental R2 (full-covars) = -0.00203	age, sex, UKB array type, Genotype PCs
GBE_INI25628	INI25628_e_asian	WA L3 in tract cingulate gyrus part of cingulum (R)		0.02707 [0.01190, 0.04224]		
GBE_INI25628	INI25628_e_asian	WA L3 in tract cingulate gyrus part of cingulum (R)		0.14255 [0.11187, 0.17323]	Incremental R2 (full-covars) = 0.02092	age, sex, UKB array type, Genotype PCs
GBE_INI25628	INI25628_african	WA L3 in tract cingulate gyrus part of cingulum (R)		0.01821 [0.01177, 0.02465]		
GBE_INI25628	INI25628_african	WA L3 in tract cingulate gyrus part of cingulum (R)		0.11096 [0.09656, 0.12535]	Incremental R2 (full-covars) = 0.01140	age, sex, UKB array type, Genotype PCs
GBE_INI25634	INI25634_test	WA L3 in tract forceps minor		0.03426 [0.03156, 0.03696]		
GBE_INI25634	INI25634_test	WA L3 in tract forceps minor		0.12584 [0.12116, 0.13052]	Incremental R2 (full-covars) = 0.03520	age, sex, UKB array type, Genotype PCs
GBE_INI25634	INI25634_non_british_white	WA L3 in tract forceps minor		0.03072 [0.02650, 0.03494]		
GBE_INI25634	INI25634_non_british_white	WA L3 in tract forceps minor		0.15346 [0.14523, 0.16170]	Incremental R2 (full-covars) = 0.03010	age, sex, UKB array type, Genotype PCs
GBE_INI25634	INI25634_s_asian	WA L3 in tract forceps minor		0.00643 [0.00291, 0.00996]		
GBE_INI25634	INI25634_s_asian	WA L3 in tract forceps minor		0.07353 [0.06240, 0.08465]	Incremental R2 (full-covars) = 0.00357	age, sex, UKB array type, Genotype PCs
GBE_INI25634	INI25634_e_asian	WA L3 in tract forceps minor		0.08417 [0.05899, 0.10935]		
GBE_INI25634	INI25634_e_asian	WA L3 in tract forceps minor		0.23666 [0.20146, 0.27185]	Incremental R2 (full-covars) = 0.05443	age, sex, UKB array type, Genotype PCs
GBE_INI25634	INI25634_african	WA L3 in tract forceps minor		0.00543 [0.00187, 0.00899]		
GBE_INI25634	INI25634_african	WA L3 in tract forceps minor		0.10920 [0.09489, 0.12350]	Incremental R2 (full-covars) = 0.00352	age, sex, UKB array type, Genotype PCs
GBE_INI25635	INI25635_test	WA L3 in tract inferior fronto-occipital fasciculus (L)		0.02105 [0.01886, 0.02323]		
GBE_INI25635	INI25635_test	WA L3 in tract inferior fronto-occipital fasciculus (L)		0.14358 [0.13859, 0.14858]	Incremental R2 (full-covars) = 0.02168	age, sex, UKB array type, Genotype PCs
GBE_INI25635	INI25635_non_british_white	WA L3 in tract inferior fronto-occipital fasciculus (L)		0.03062 [0.02632, 0.03491]		
GBE_INI25635	INI25635_non_british_white	WA L3 in tract inferior fronto-occipital fasciculus (L)		0.17709 [0.16832, 0.18586]	Incremental R2 (full-covars) = 0.03151	age, sex, UKB array type, Genotype PCs
GBE_INI25635	INI25635_s_asian	WA L3 in tract inferior fronto-occipital fasciculus (L)		0.00640 [0.00282, 0.00999]		
GBE_INI25635	INI25635_s_asian	WA L3 in tract inferior fronto-occipital fasciculus (L)		0.09300 [0.08052, 0.10547]	Incremental R2 (full-covars) = 0.00345	age, sex, UKB array type, Genotype PCs
GBE_INI25635	INI25635_e_asian	WA L3 in tract inferior fronto-occipital fasciculus (L)		0.06434 [0.04144, 0.08723]		
GBE_INI25635	INI25635_e_asian	WA L3 in tract inferior fronto-occipital fasciculus (L)		0.15464 [0.12257, 0.18671]	Incremental R2 (full-covars) = 0.04017	age, sex, UKB array type, Genotype PCs
GBE_INI25635	INI25635_african	WA L3 in tract inferior fronto-occipital fasciculus (L)		0.00093 [-0.00058, 0.00243]		
GBE_INI25635	INI25635_african	WA L3 in tract inferior fronto-occipital fasciculus (L)		0.12443 [0.10914, 0.13973]	Incremental R2 (full-covars) = -0.00099	age, sex, UKB array type, Genotype PCs
GBE_INI25636	INI25636_test	WA L3 in tract inferior fronto-occipital fasciculus (R)		0.02490 [0.02258, 0.02722]		
GBE_INI25636	INI25636_test	WA L3 in tract inferior fronto-occipital fasciculus (R)		0.15170 [0.14671, 0.15669]	Incremental R2 (full-covars) = 0.02630	age, sex, UKB array type, Genotype PCs
GBE_INI25636	INI25636_non_british_white	WA L3 in tract inferior fronto-occipital fasciculus (R)		0.01901 [0.01565, 0.02237]		
GBE_INI25636	INI25636_non_british_white	WA L3 in tract inferior fronto-occipital fasciculus (R)		0.16688 [0.15842, 0.17533]	Incremental R2 (full-covars) = 0.01912	age, sex, UKB array type, Genotype PCs
GBE_INI25636	INI25636_s_asian	WA L3 in tract inferior fronto-occipital fasciculus (R)		0.00374 [0.00104, 0.00644]		
GBE_INI25636	INI25636_s_asian	WA L3 in tract inferior fronto-occipital fasciculus (R)		0.06517 [0.05460, 0.07574]	Incremental R2 (full-covars) = -0.00138	age, sex, UKB array type, Genotype PCs
GBE_INI25636	INI25636_e_asian	WA L3 in tract inferior fronto-occipital fasciculus (R)		0.04486 [0.02569, 0.06403]		
GBE_INI25636	INI25636_e_asian	WA L3 in tract inferior fronto-occipital fasciculus (R)		0.16275 [0.13074, 0.19476]	Incremental R2 (full-covars) = 0.03043	age, sex, UKB array type, Genotype PCs
GBE_INI25636	INI25636_african	WA L3 in tract inferior fronto-occipital fasciculus (R)		0.00634 [0.00249, 0.01018]		
GBE_INI25636	INI25636_african	WA L3 in tract inferior fronto-occipital fasciculus (R)		0.17444 [0.15768, 0.19120]	Incremental R2 (full-covars) = 0.00711	age, sex, UKB array type, Genotype PCs
GBE_INI25637	INI25637_test	WA L3 in tract inferior longitudinal fasciculus (L)		0.02254 [0.02025, 0.02482]		
GBE_INI25637	INI25637_test	WA L3 in tract inferior longitudinal fasciculus (L)		0.13759 [0.13261, 0.14258]	Incremental R2 (full-covars) = 0.02300	age, sex, UKB array type, Genotype PCs
GBE_INI25637	INI25637_non_british_white	WA L3 in tract inferior longitudinal fasciculus (L)		0.02428 [0.02038, 0.02818]		
GBE_INI25637	INI25637_non_british_white	WA L3 in tract inferior longitudinal fasciculus (L)		0.18611 [0.17710, 0.19512]	Incremental R2 (full-covars) = 0.02760	age, sex, UKB array type, Genotype PCs
GBE_INI25637	INI25637_s_asian	WA L3 in tract inferior longitudinal fasciculus (L)		0.00458 [0.00150, 0.00766]		
GBE_INI25637	INI25637_s_asian	WA L3 in tract inferior longitudinal fasciculus (L)		0.08628 [0.07400, 0.09856]	Incremental R2 (full-covars) = -0.00150	age, sex, UKB array type, Genotype PCs
GBE_INI25637	INI25637_e_asian	WA L3 in tract inferior longitudinal fasciculus (L)		0.03762 [0.01938, 0.05585]		
GBE_INI25637	INI25637_e_asian	WA L3 in tract inferior longitudinal fasciculus (L)		0.15937 [0.12658, 0.19215]	Incremental R2 (full-covars) = 0.02530	age, sex, UKB array type, Genotype PCs
GBE_INI25637	INI25637_african	WA L3 in tract inferior longitudinal fasciculus (L)		0.00642 [0.00242, 0.01042]		
GBE_INI25637	INI25637_african	WA L3 in tract inferior longitudinal fasciculus (L)		0.16423 [0.14722, 0.18124]	Incremental R2 (full-covars) = 0.00926	age, sex, UKB array type, Genotype PCs
GBE_INI25638	INI25638_test	WA L3 in tract inferior longitudinal fasciculus (R)		0.01910 [0.01705, 0.02115]		
GBE_INI25638	INI25638_test	WA L3 in tract inferior longitudinal fasciculus (R)		0.14100 [0.13613, 0.14587]	Incremental R2 (full-covars) = 0.02091	age, sex, UKB array type, Genotype PCs
GBE_INI25638	INI25638_non_british_white	WA L3 in tract inferior longitudinal fasciculus (R)		0.01823 [0.01494, 0.02152]		
GBE_INI25638	INI25638_non_british_white	WA L3 in tract inferior longitudinal fasciculus (R)		0.17264 [0.16410, 0.18117]	Incremental R2 (full-covars) = 0.01996	age, sex, UKB array type, Genotype PCs
GBE_INI25638	INI25638_s_asian	WA L3 in tract inferior longitudinal fasciculus (R)		0.01079 [0.00624, 0.01534]		
GBE_INI25638	INI25638_s_asian	WA L3 in tract inferior longitudinal fasciculus (R)		0.11890 [0.10545, 0.13236]	Incremental R2 (full-covars) = -0.00030	age, sex, UKB array type, Genotype PCs
GBE_INI25638	INI25638_e_asian	WA L3 in tract inferior longitudinal fasciculus (R)		0.01939 [0.00645, 0.03233]		
GBE_INI25638	INI25638_e_asian	WA L3 in tract inferior longitudinal fasciculus (R)		0.18185 [0.14878, 0.21491]	Incremental R2 (full-covars) = 0.01543	age, sex, UKB array type, Genotype PCs
GBE_INI25638	INI25638_african	WA L3 in tract inferior longitudinal fasciculus (R)		0.00510 [0.00165, 0.00856]		
GBE_INI25638	INI25638_african	WA L3 in tract inferior longitudinal fasciculus (R)		0.20832 [0.19075, 0.22588]	Incremental R2 (full-covars) = 0.00683	age, sex, UKB array type, Genotype PCs
GBE_INI25644	INI25644_test	WA L3 in tract superior longitudinal fasciculus (L)		0.02819 [0.02573, 0.03066]		
GBE_INI25644	INI25644_test	WA L3 in tract superior longitudinal fasciculus (L)		0.13242 [0.12766, 0.13719]	Incremental R2 (full-covars) = 0.02715	age, sex, UKB array type, Genotype PCs
GBE_INI25644	INI25644_non_british_white	WA L3 in tract superior longitudinal fasciculus (L)		0.02112 [0.01759, 0.02465]		
GBE_INI25644	INI25644_non_british_white	WA L3 in tract superior longitudinal fasciculus (L)		0.15665 [0.14836, 0.16494]	Incremental R2 (full-covars) = 0.01947	age, sex, UKB array type, Genotype PCs
GBE_INI25644	INI25644_s_asian	WA L3 in tract superior longitudinal fasciculus (L)		0.00797 [0.00405, 0.01189]		
GBE_INI25644	INI25644_s_asian	WA L3 in tract superior longitudinal fasciculus (L)		0.08105 [0.06947, 0.09263]	Incremental R2 (full-covars) = 0.00087	age, sex, UKB array type, Genotype PCs
GBE_INI25644	INI25644_e_asian	WA L3 in tract superior longitudinal fasciculus (L)		0.08420 [0.05902, 0.10939]		
GBE_INI25644	INI25644_e_asian	WA L3 in tract superior longitudinal fasciculus (L)		0.16154 [0.12961, 0.19348]	Incremental R2 (full-covars) = 0.06216	age, sex, UKB array type, Genotype PCs
GBE_INI25644	INI25644_african	WA L3 in tract superior longitudinal fasciculus (L)		0.00037 [-0.00056, 0.00130]		
GBE_INI25644	INI25644_african	WA L3 in tract superior longitudinal fasciculus (L)		0.11581 [0.10119, 0.13044]	Incremental R2 (full-covars) = -0.02259	age, sex, UKB array type, Genotype PCs
GBE_INI25646	INI25646_test	WA L3 in tract superior thalamic radiation (L)		0.01538 [0.01354, 0.01722]		
GBE_INI25646	INI25646_test	WA L3 in tract superior thalamic radiation (L)		0.12986 [0.12512, 0.13459]	Incremental R2 (full-covars) = 0.01453	age, sex, UKB array type, Genotype PCs
GBE_INI25646	INI25646_non_british_white	WA L3 in tract superior thalamic radiation (L)		0.00723 [0.00513, 0.00932]		
GBE_INI25646	INI25646_non_british_white	WA L3 in tract superior thalamic radiation (L)		0.14901 [0.14086, 0.15717]	Incremental R2 (full-covars) = 0.00488	age, sex, UKB array type, Genotype PCs
