#trait	trait_name	trait_category	trait_category_plot	family	pred_PRS	pred_covar	pred_full	pred_delta	n_variables	WBtest_P	WBtest_BYq	WBtest_is_significant	WBtest_BHq	trait_label	PGScatalog_ID	EFO_ID	EFO_label
INI46	Hand grip strength (L)	Hand_grip_strength	Others	gaussian	0.0144098811845704	0.562599388192392	0.577656642738183	0.015057254545791	13767	5.71445469272003e-214	4.22305711826243e-212	TRUE	5.32328666315884e-213	Hand grip strength (L) (INI46)	PGS001119	EFO_0006941	grip strength measurement
INI47	Hand grip strength (R)	Hand_grip_strength	Others	gaussian	0.0153081410424234	0.559861769551349	0.576372615131293	0.016510845579944	12644	2.20826420663906e-227	1.66160783863984e-225	TRUE	2.09450514144856e-226	Hand grip strength (R) (INI47)	PGS001120	EFO_0006941	grip strength measurement
INI2217	Age started wearing glasses or contact lenses	Health_and_medical_history	Others	gaussian	0.0242538118683031	0.0329898111693587	0.0566177692456573	0.0236279580762986	8870	1.94693963167053e-308	9.27021100093124e-307	TRUE	1.1685371332659e-307	Age started wearing glasses or contact lenses (INI2217)	PGS001373	EFO_0004731	eye measurement
INI2966	Age high BP diagnosed	Health_and_medical_history	Others	gaussian	0.00246927446366063	0.30086198060295	0.302315179223911	0.00145319862096099	370	7.05728234428235e-11	1.36266142966342e-09	TRUE	1.7176744741527e-10	Age high BP diagnosed (INI2966)	PGS000935	HP_0032263|EFO_0004918	Increased blood pressure|age at diagnosis
INI2976	Age diabetes diagnosed	Health_and_medical_history	Others	gaussian	0.0392299825780015	0.257366378287897	0.280305660762323	0.022939282474426	26	1.26377162548248e-29	3.78078470142245e-28	TRUE	4.76578938284357e-29	Age diabetes diagnosed (INI2976)	PGS001371	EFO_0004918|EFO_0000400	age at diagnosis|diabetes mellitus
INI3627	Age angina diagnosed	Health_and_medical_history	Others	gaussian	5.76926367971131e-05	0.177626483264165	0.177795715033542	0.000169231769376998	5	0.731641412952912	1	FALSE	0.800712455434481	Age angina diagnosed (INI3627)			
INI3761	Age hay fever, rhinitis or eczema diagnosed	Health_and_medical_history	Others	gaussian	0.0125022887570861	0.102652140606269	0.115121010892855	0.012468870286586	993	3.45846359703086e-40	1.22680802396484e-38	TRUE	1.54642729410094e-39	Age hay fever, rhinitis or eczema diagnosed (INI3761)	PGS001283	EFO_0003785	allergy
INI3786	Age asthma diagnosed	Health_and_medical_history	Others	gaussian	0.0271393341073795	0.130893727834797	0.155875678039231	0.024981950204434	922	4.3388290637981e-44	1.65748887865628e-42	TRUE	2.0893130722597e-43	Age asthma diagnosed (INI3786)	PGS001370	EFO_0000270	asthma
INI4700	Age cataract diagnosed	Health_and_medical_history	Others	gaussian	0.00070764434252768	0.231188722619158	0.2314007336408	0.000212011021642006	33	0.262513805325495	1	FALSE	0.351440637582891	Age cataract diagnosed (INI4700)			
INI4814	Tinnitus severity/nuisance	Health_and_medical_history	Others	gaussian	0.000573364282525746	0.00767426356229906	0.00810218931542561	0.00042792575312655	25	0.0262668103767558	0.333790689456059	FALSE	0.0420752899074952	Tinnitus severity/nuisance (INI4814)			
QT_FC1002178	Overall health rating	Health_and_medical_history	Others	gaussian	0.0206190649710168	0.00907482274668914	0.0285219231964877	0.0194471004497986	10464	2.17669771549643e-306	1.78970980577522e-304	TRUE	2.25598140712047e-305	Overall health rating (QT_FC1002178)	PGS001008	EFO_0009724	health satisfaction measurement
QT_FC1002296	Falls in the last year	Health_and_medical_history	Others	gaussian	0.00126289074436836	0.0101669852148404	0.0112222333865664	0.001055248171726	2103	2.90814230368227e-20	7.35352554236e-19	TRUE	9.26933341194043e-20	Falls in the last year (QT_FC1002296)	PGS001012	EFO_0009631	fall
QT_FC1004803	Tinnitus severity	Health_and_medical_history	Others	gaussian	0.000731837565791649	0.0149447412162016	0.0157480838648078	0.000803342648606202	343	7.27565814285141e-06	0.000114053481510875	TRUE	1.43767739817708e-05	Tinnitus severity (QT_FC1004803)	PGS001533	HP_0000360	Tinnitus
INI20021	Speech-reception-threshold (SRT) estimate (R)	Hearing_test	Others	gaussian	2.23293613342834e-05	0.039389179688938	0.0393925046799678	3.32499102979889e-06	3	0.44816485983493	1	FALSE	0.55226614617454	Speech-reception-threshold (SRT) estimate (R) (INI20021)			
INI4233	Mean signal-to-noise ratio (SNR), (L)	Hearing_test	Others	gaussian	7.63280303331948e-05	0.00271091434274551	0.00267289803424897	-3.801630849654e-05	2	0.163785796702299	1	FALSE	0.232388732401721	Mean signal-to-noise ratio (SNR), (L) (INI4233)			
INI4244	Mean signal-to-noise ratio (SNR), (R)	Hearing_test	Others	gaussian	2.61187654282402e-07	0.00300566688619142	0.00293291342004032	-7.27534661511e-05	28	0.93502450787424	1	FALSE	0.956880838219425	Mean signal-to-noise ratio (SNR), (R) (INI4244)			
INI4277	Volume level set by participant (R)	Hearing_test	Others	gaussian	4.46522931962789e-08	0.00552490014293572	0.00551939067896723	-5.50946396848939e-06	1	0.975125993937339	1	FALSE	0.984562697104475	Volume level set by participant (R) (INI4277)			
INI22420	LV ejection fraction	Heart_MRI	Others	gaussian	0.00375478365481086	0.0447754611867914	0.0486184561259802	0.00384299493918881	266	5.13541813221752e-06	8.12208624665701e-05	TRUE	1.02381265948031e-05	LV ejection fraction (INI22420)	PGS001412	EFO_0008373	left ventricular ejection fraction measurement
INI22422	LV end systolic volume	Heart_MRI	Others	gaussian	0.000110167680975826	0.0465769761286125	0.0465401215797365	-3.6854548876003e-05	1	0.435253166863692	1	FALSE	0.539755313899903	LV end systolic volume (INI22422)			
INI22423	LV stroke volume	Heart_MRI	Others	gaussian	0.00431437400253065	0.205303015819239	0.207765682102737	0.00246266628349801	26	1.0196589850777e-06	1.67453642334544e-05	TRUE	2.11080199953254e-06	LV stroke volume (INI22423)	PGS001413	EFO_0010555	left ventricular stroke volume measurement
INI22425	Cardiac index	Heart_MRI	Others	gaussian	0.000531905508282082	0.0159685278922839	0.0161838263138238	0.000215298421539899	7	0.0864770027612615	1	FALSE	0.130759912387801	Cardiac index (INI22425)			
INI22426	Ave. heart rate	Heart_MRI	Others	gaussian	0.00373948723685524	0.0157102661355439	0.0198763217793421	0.0041660556437982	243	5.36804530414442e-06	8.47920372297246e-05	TRUE	1.06882835890407e-05	Ave. heart rate (INI22426)	PGS001375	EFO_0004326	heart rate
INI22427	Body surface area	Heart_MRI	Others	gaussian	0.0200711839177036	0.44088815033079	0.454822490053687	0.013934339722897	850	3.58954971864362e-26	1.02450046432463e-24	TRUE	1.29141271486834e-25	Body surface area (INI22427)	PGS001379	EFO_0004302	anthropometric measurement
INI134	# of self-reported cancers	Medical_conditions	Others	gaussian	0.000786956105167325	0.0159265018282329	0.0167583554626699	0.000831853634437	526	3.21099650035609e-13	6.63325668922619e-12	TRUE	8.3614135159023e-13	# of self-reported cancers (INI134)	PGS001005	EFO_0009800	number of cancers, self-reported
INI135	# of self-reported non-cancer illnesses	Medical_conditions	Others	gaussian	0.0106287747573665	0.0522444255581449	0.0628846167536437	0.0106401911954988	5212	1.10114384998958e-158	7.38981851149446e-157	TRUE	9.31508175801996e-158	# of self-reported non-cancer illnesses (INI135)	PGS001004	EFO_0009801	number of non-cancer illnesses, self-reported
INI87	Non-cancer illness year/age first occurred	Medical_conditions	Others	gaussian	0.000854074073926681	0.005693276856096	0.00653795558397774	0.00084467872788174	273	3.26985000965814e-11	6.35313987247464e-10	TRUE	8.0083180987715e-11	Non-cancer illness year/age first occurred (INI87)	PGS001514	EFO_0000408	disease
INI137	# of medications taken	Medications	Others	gaussian	0.0155776488448266	0.0700547626023943	0.0855325203522117	0.0154777577498174	8085	3.53455090436241e-232	2.69220471018116e-230	TRUE	3.39360255541544e-231	# of medications taken (INI137)	PGS001003	EFO_0009803	number of treatments or medications taken, self-reported
INI20405	Ever had known person concerned about, or recommend reduction of, alcohol consumption	Mental_health	Others	gaussian	0.00015384851635647	0.0236353840342204	0.0236902673846885	5.48833504681011e-05	4	0.0657490227284197	0.803446637406004	FALSE	0.101276791899584	Ever had known person concerned about, or recommend reduction of, alcohol consumption (INI20405)			
INI20413	Freq. of inability to cease drinking in last year	Mental_health	Others	gaussian	0.000172777257064216	0.00485561693394199	0.00484826608243061	-7.35085151138022e-06	1	0.148433108505203	1	FALSE	0.212534346816471	Freq. of inability to cease drinking in last year (INI20413)			
INI20414	Freq. of drinking alcohol	Mental_health	Others	gaussian	0.00341968530391823	0.0317284913870147	0.0353053499265433	0.0035768585395286	860	3.84784208824137e-18	9.22250553149237e-17	TRUE	1.16252371970999e-17	Freq. of drinking alcohol (INI20414)	PGS001394	EFO_0007878	alcohol consumption measurement
INI20416	Freq. of consuming six or more units of alcohol	Mental_health	Others	gaussian	0.000863715792083664	0.113058007560905	0.113591889515891	0.000533881954985993	85	2.86400710655605e-05	0.000436292679375254	FALSE	5.49959646841745e-05	Freq. of consuming six or more units of alcohol (INI20416)			
INI20434	Age at last episode of depression	Mental_health	Others	gaussian	0.000300224183470865	0.0936395463223463	0.0937286290544172	8.90827320708942e-05	6	0.0685825234264084	0.836425232882588	FALSE	0.105433840041581	Age at last episode of depression (INI20434)			
INI20440	Impact on normal roles during worst period of depression	Mental_health	Others	gaussian	1.90705734726127e-06	0.0112244316453173	0.0112245719525516	1.40307234299669e-07	1	0.877797362739482	1	FALSE	0.918898242600194	Impact on normal roles during worst period of depression (INI20440)			
INI20442	Lifetime # of depressed periods	Mental_health	Others	gaussian	6.23907169927662e-07	4.69960646725109e-05	3.0885382964807e-05	-1.61106817077039e-05	21	0.93700934596852	1	FALSE	0.957818175336861	Lifetime # of depressed periods (INI20442)			
INI20453	Ever taken cannabis	Mental_health	Others	gaussian	0.00117015083009575	0.0675447479777398	0.0687784303874011	0.0012336824096613	819	3.84017782544045e-07	6.46035550208992e-06	TRUE	8.14346652684865e-07	Ever taken cannabis (INI20453)	PGS001391	EFO_0007585	Cannabis use
INI20454	Maximum frequency of taking cannabis	Mental_health	Others	gaussian	1.82823400862731e-09	0.0152005806545492	0.0151353245206746	-6.52561338746003e-05	1	0.997728928791737	1	FALSE	0.997728928791737	Maximum frequency of taking cannabis (INI20454)			
INI20460	Belief that own life is meaningful	Mental_health	Others	gaussian	0.000263194535795153	0.00252278125830163	0.0027016226500276	0.00017884139172597	388	0.0172799105389944	0.224881929275537	FALSE	0.0283470230540107	Belief that own life is meaningful (INI20460)			
INI20479	Ever thought that life not worth living	Mental_health	Others	gaussian	0.000337056383987178	0.0247610602808384	0.0249800768681333	0.000219016587294903	226	0.00660800884397731	0.0899574675131128	FALSE	0.0113394011412549	Ever thought that life not worth living (INI20479)			
INI20495	Avoided activities or situations because of previous stressful experience in past month	Mental_health	Others	gaussian	0.000136362352777031	0.0133355107117131	0.013372357496124	3.68467844108992e-05	179	0.0832449443973755	1	FALSE	0.126361142562457	Avoided activities or situations because of previous stressful experience in past month (INI20495)			
INI20496	Felt distant from other people in past month	Mental_health	Others	gaussian	7.99347045776777e-07	0.0223512311852812	0.0222063914102359	-0.0001448397750453	34	0.929242101306845	1	FALSE	0.956270347737549	Felt distant from other people in past month (INI20496)			
INI20498	Felt very upset when reminded of stressful experience in past month	Mental_health	Others	gaussian	2.27076453984676e-06	0.0243233897884115	0.0243265144635211	3.12467510960035e-06	2	0.823100778518594	1	FALSE	0.878685346781446	Felt very upset when reminded of stressful experience in past month (INI20498)			
INI20506	Recent feelings or nervousness or anxiety	Mental_health	Others	gaussian	8.28707379101346e-05	0.0221318447168847	0.0222182909153682	8.64461984835009e-05	10	0.177495919874154	1	FALSE	0.24858351502481	Recent feelings or nervousness or anxiety (INI20506)			
INI20509	Recent inability to stop or control worrying	Mental_health	Others	gaussian	1.51101117895625e-06	0.018567929694089	0.0185413754705642	-2.65542235247974e-05	17	0.855466237402513	1	FALSE	0.90131827978078	Recent inability to stop or control worrying (INI20509)			
INI20510	Recent feelings of depression	Mental_health	Others	gaussian	0.000149960314001718	0.0152896488531863	0.0153731941300617	8.35452768754002e-05	4	0.0695122587026696	0.846101903677596	FALSE	0.106653612617331	Recent feelings of depression (INI20510)			
INI20514	Recent lack of interest or pleasure in doing things	Mental_health	Others	gaussian	0.000318160316509553	0.0116810084706949	0.011970862781449	0.0002898543107541	62	0.00818652988660086	0.110597620608919	FALSE	0.0139411526360504	Recent lack of interest or pleasure in doing things (INI20514)			
INI20515	Recent trouble relaxing	Mental_health	Others	gaussian	6.40454304267069e-05	0.0221223237357194	0.0221546455703838	3.23218346643984e-05	93	0.23552922231485	1	FALSE	0.319136998201507	Recent trouble relaxing (INI20515)			
INI20517	Trouble falling or staying asleep, or sleeping too much	Mental_health	Others	gaussian	0.000310928097089991	0.0200306627764787	0.0203613651005488	0.000330702324070103	185	0.00892123456238689	0.120000954544682	FALSE	0.0151264703035054	Trouble falling or staying asleep, or sleeping too much (INI20517)			
INI20519	Recent feelings of tiredness or low energy	Mental_health	Others	gaussian	0.000546966369654012	0.0158527366938268	0.0162013508414451	0.0003486141476183	564	0.000522976903791375	0.00750633332164742	FALSE	0.000946195207437574	Recent feelings of tiredness or low energy (INI20519)			
INI20520	Recent worrying too much about different things	Mental_health	Others	gaussian	1.24949059565616e-06	0.0244324419250744	0.0243354193695742	-9.70225555002001e-05	47	0.868472099003716	1	FALSE	0.912799754829292	Recent worrying too much about different things (INI20520)			
QT_FC10020458	General happiness	Mental_health	Others	gaussian	0.000241588614489086	0.0128599041705035	0.0129907985050994	0.000130894334595899	5	0.0213579003222292	0.274500330909766	FALSE	0.0346015672922243	General happiness (QT_FC10020458)			
QT_FC10020536	Weight gain during worst episode of depression	Mental_health	Others	gaussian	0.00101987556602323	0.00730349864498892	0.00828178246161981	0.00097828381663089	290	0.00147582795803844	0.0207274039710936	FALSE	0.00261274972209294	Weight gain during worst episode of depression (QT_FC10020536)			
INI1003063	FEV FVC ratio	Others	Others	gaussian	0.0603350723876315	0.0569653767369128	0.114654573586282	0.0576891968493692	15141	0	0	TRUE	0	FEV FVC ratio (INI1003063)	PGS001180	EFO_0004713	FEV/FEC ratio
INI1003064	PEF pred. ratio	Others	Others	gaussian	0.0603370471253427	0.0569653767369128	0.114655878870386	0.0576905021334732	15135	0	0	TRUE	0	PEF pred. ratio (INI1003064)	PGS001010	EFO_0009718	peak expiratory flow
INI26421	Education score (Wales)	Population_characteristics	Others	gaussian	8.83534853016732e-05	0.01528865632565	0.0154049391810805	0.000116282855430501	8	0.605788531395633	1	FALSE	0.695057955743523	Education score (Wales) (INI26421)			
INI26424	Physical environment score (Wales)	Population_characteristics	Others	gaussian	0.000186427494812458	0.000314510762845166	0.000246166984492091	-6.8343778353075e-05	3	0.453440231363546	1	FALSE	0.556314799254067	Physical environment score (Wales) (INI26424)			
INI26426	Index of Multiple Deprivation (Wales)	Population_characteristics	Others	gaussian	1.88034353065802e-05	0.013030985871186	0.0129348688260639	-9.61170451221002e-05	8	0.811816761152072	1	FALSE	0.870797279782723	Index of Multiple Deprivation (Wales) (INI26426)			
INI26428	Income score (Scotland)	Population_characteristics	Others	gaussian	1.31340602715913e-06	0.0730968362407584	0.0729828475796472	-0.000113988661111203	40	0.934831728403171	1	FALSE	0.956880838219425	Income score (Scotland) (INI26428)			
INI5386	# of unenthusiastic/disinterested episodes	Psychosocial_factors	Others	gaussian	6.79262411926729e-05	5.44883957509512e-06	7.38323598592494e-07	-4.71051597650263e-06	36	0.490886384892051	1	FALSE	0.59553270725276	# of unenthusiastic/disinterested episodes (INI5386)			
QT_FC1002060	Freq. of unenthusiasm / disinterest in last 2 weeks	Psychosocial_factors	Others	gaussian	0.00205935668268298	0.0117373660386843	0.0136689312705075	0.0019315652318232	2431	3.57436815219439e-31	1.10117331668551e-29	TRUE	1.38806108143529e-30	Freq. of unenthusiasm / disinterest in last 2 weeks (QT_FC1002060)	PGS001396	EFO_0007803	emotional symptom measurement
QT_FC1002080	Freq. of tiredness / lethargy in last 2 weeks	Psychosocial_factors	Others	gaussian	0.00699835795306303	0.0252878018720775	0.0317344480904375	0.00644664621836	5594	3.78326163291228e-102	2.12537489255694e-100	TRUE	2.67909703869128e-101	Freq. of tiredness / lethargy in last 2 weeks (QT_FC1002080)	PGS001080	EFO_0007946	tiredness measurement
QT_FC1004548	Health satisfaction	Psychosocial_factors	Others	gaussian	0.00203829902618069	0.00365862212963608	0.00500676923299159	0.00134814710335551	1814	2.06655421661367e-13	4.2976784223553e-12	TRUE	5.41734899330049e-13	Health satisfaction (QT_FC1004548)	PGS001401	EFO_0009724	health satisfaction measurement
